日期,场景ID,场景名字,原二级场景ID,原二级场景名字,计划ID,计划名字,主体ID,主体类型,主体名称,展现量,点击量,花费,点击率,平均点击花费,千次展现花费,总预售成交金额,总预售成交笔数,直接预售成交金额,直接预售成交笔数,间接预售成交金额,间接预售成交笔数,直接成交金额,间接成交金额,总成交金额,总成交笔数,直接成交笔数,间接成交笔数,点击转化率,投入产出比,含预售投产比,总成交成本,总购物车数,直接购物车数,间接购物车数,加购率,收藏宝贝数,收藏店铺数,店铺收藏成本,总收藏加购数,总收藏加购成本,宝贝收藏加购数,宝贝收藏加购成本,总收藏数,宝贝收藏成本,宝贝收藏率,加购成本,拍下订单笔数,拍下订单金额,直接收藏宝贝数,间接收藏宝贝数,优惠券领取量,购物金充值笔数,购物金充值金额,旺旺咨询量,引导访问量,引导访问人数,引导访问潜客数,引导访问潜客占比,入会率,入会量,引导访问率,深度访问量,平均访问页面数,成交新客数,成交新客占比,会员首购人数,会员成交金额,会员成交笔数,成交人数,人均成交笔数,人均成交金额,自然流量转化金额,自然流量曝光量,平台助推总成交,平台助推直接成交,平台助推点击,宝贝优惠券抵扣金额,宝贝优惠券撬动总成交,宝贝优惠券撬动直接成交,宝贝优惠券撬动点击,平台补贴金额,补贴引导成交金额,发券补贴商品个数,补贴引导成交人数
2026-06-22,371,关键词推广,371,关键词推广,73957627476,IP关键词电源C170,708166587964,商品,联想拯救者C140W/C170W氮化镓适配器 笔记本电源适配器 170W/140W电脑充电器 便携适配器 联想笔记本充电器,343,41,40.45,0.11953,0.99,117.93,0.00,0,0.00,0,0.00,0,0.00,49.00,49.00,1,0,1,0.02439,1.21,1.21,40.45,4,0,4,0.09756,0,0,,4,10.11,4,10.11,0,,0,10.11,1,79.00,0,0,0,0,0.00,5,138,36,7,0.19444,0,0,0.40233,92,4,1,1,0,0.00,0,1,1,49.00,15.10,240,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,73694012297,异能者XT66Pro两款推广3,865445252413,商品,联想生态品牌异能者无线蓝牙耳机挂耳式AI翻译耳夹运动佩戴不掉,759,71,84.30,0.09354,1.19,111.07,0.00,0,0.00,0,0.00,0,476.58,0.00,476.58,6,6,0,0.08451,5.65,5.65,14.05,7,6,1,0.09859,1,0,,8,10.54,8,10.54,1,84.30,0.01408,12.04,7,2093.00,1,0,4,0,0.00,1,257,56,40,0.71429,0.01408,1,0.3386,180,5,6,1,1,140.92,2,6,1,79.43,102.37,2464,0.00,0.00,0,0.00,0.00,0.00,0,13.00,167.48,1,2
2026-06-22,371,关键词推广,371,关键词推广,73694012297,异能者XT66Pro两款推广3,848590236284,商品,联想生态品牌异能者挂耳式耳机蓝牙无线长续航高清立体音效不入耳,554,29,63.02,0.05235,2.17,113.75,0.00,0,0.00,0,0.00,0,59.90,60.68,120.58,2,1,1,0.06897,1.91,1.91,31.51,5,4,1,0.17241,0,0,,5,12.60,5,12.60,0,,0,12.60,2,598.00,0,0,2,0,0.00,2,87,27,14,0.51852,0,0,0.15704,59,3,1,0.5,0,60.68,1,2,1,60.29,43.89,945,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,73658575184,异能者耳机XT66Pro一款2,865445252413,商品,联想生态品牌异能者无线蓝牙耳机挂耳式AI翻译耳夹运动佩戴不掉,566,53,98.86,0.09364,1.87,174.66,0.00,0,0.00,0,0.00,0,244.42,69.90,314.32,4,3,1,0.07547,3.18,3.18,24.72,4,3,1,0.07547,2,0,,6,16.48,6,16.48,2,49.43,0.03774,24.72,5,1395.00,2,0,2,0,0.00,1,178,45,31,0.68889,0.01887,1,0.31449,120,4,1,0.25,0,244.42,3,4,1,78.58,71.76,1610,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,73516942644,异能者耳机009,856692675694,商品,联想生态品牌异能者蓝牙耳机无线高清音质智能降噪适用苹果小米*,1236,130,143.20,0.10518,1.10,115.86,0.00,0,0.00,0,0.00,0,795.20,0.00,795.20,18,18,0,0.13846,5.55,5.55,7.96,11,9,2,0.08462,3,0,,14,10.23,14,10.23,3,47.73,0.02308,13.02,18,5382.00,3,0,0,0,0.00,5,281,109,73,0.66972,0,0,0.22735,134,3,13,0.86667,2,79.80,2,15,1,53.01,205.61,3665,0.00,0.00,0,0.00,0.00,0.00,0,14.00,285.30,1,7
2026-06-22,371,关键词推广,371,关键词推广,73480407887,异能者耳机08,856692675694,商品,联想生态品牌异能者蓝牙耳机无线高清音质智能降噪适用苹果小米*,1284,128,150.00,0.09969,1.17,116.82,0.00,0,0.00,0,0.00,0,654.40,0.00,654.40,16,16,0,0.125,4.36,4.36,9.38,23,20,3,0.17969,1,0,,24,6.25,24,6.25,1,150.00,0.00781,6.52,17,5083.00,1,0,0,0,0.00,14,328,113,84,0.74336,0,0,0.25545,194,3,13,0.8125,1,39.90,1,16,1,40.90,139.10,3715,0.00,0.00,0,0.00,0.00,0.00,0,6.00,119.70,1,3
2026-06-22,371,关键词推广,371,关键词推广,73271688227,IP_XS510U盘关键词加购,843912713918,商品,联想小新XS510固态U盘大容量双接口固态高速手机电脑两用U盘正品,2615,120,80.00,0.04589,0.67,30.59,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,13,11,2,0.10833,9,0,,22,3.64,22,3.64,9,8.89,0.075,6.15,0,0.00,5,4,0,0,0.00,2,253,111,72,0.64865,0,0,0.09675,129,2,0,,0,0.00,0,0,,,28.53,2841,0.00,0.00,11,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,73247682441,异能者耳机4款,862136460564,商品,联想生态品牌异能者蓝牙耳机入耳式高清音质低延迟适用苹果小米,293,9,20.91,0.03072,2.32,71.37,0.00,0,0.00,0,0.00,0,45.90,0.00,45.90,1,1,0,0.11111,2.20,2.20,20.91,2,2,0,0.22222,0,0,,2,10.46,2,10.46,0,,0,10.46,1,199.00,0,0,0,0,0.00,0,34,8,7,0.875,0,0,0.11604,23,4,1,1,0,0.00,0,1,1,45.90,12.86,270,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,73247682441,异能者耳机4款,861536526652,商品,联想生态品牌异能者无线蓝牙耳机超长续航双麦通话降噪运动听音乐,150,4,2.27,0.02667,0.57,15.13,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,10,4,3,0.75,0,0,0.06667,6,3,0,,0,0.00,0,0,,,0.37,6,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,73247682441,异能者耳机4款,856692675694,商品,联想生态品牌异能者蓝牙耳机无线高清音质智能降噪适用苹果小米*,1950,126,118.32,0.06462,0.94,60.68,0.00,0,0.00,0,0.00,0,458.90,120.58,579.48,13,11,2,0.10317,4.90,4.90,9.10,21,13,8,0.16667,0,0,,21,5.63,21,5.63,0,,0,5.63,15,3985.90,0,0,3,0,0.00,8,284,118,85,0.72034,0.01587,2,0.14564,152,2,10,0.83333,0,100.58,2,12,1,48.29,118.78,3328,0.00,0.00,0,0.00,0.00,0.00,0,4.00,79.80,1,2
2026-06-22,371,关键词推广,371,关键词推广,73247682441,异能者耳机4款,828845229745,商品,联想生态品牌异能者蓝牙耳机佩戴舒适半入耳式高清音质适苹果小米,347,26,38.50,0.07493,1.48,110.95,0.00,0,0.00,0,0.00,0,79.80,0.00,79.80,2,2,0,0.07692,2.07,2.07,19.25,1,1,0,0.03846,0,0,,1,38.50,1,38.50,0,,0,38.50,2,318.00,0,0,0,0,0.00,2,51,21,11,0.52381,0,0,0.14697,25,2,2,1,0,0.00,0,2,1,39.90,18.45,611,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,73214825464,异能者2耳机1216,856692675694,商品,联想生态品牌异能者蓝牙耳机无线高清音质智能降噪适用苹果小米*,1380,173,159.63,0.12536,0.92,115.67,0.00,0,0.00,0,0.00,0,706.30,200.04,906.34,20,17,3,0.11561,5.68,5.68,7.98,20,18,2,0.11561,5,0,,25,6.39,25,6.39,5,31.93,0.0289,7.98,23,6597.00,5,0,0,0,0.00,11,502,142,96,0.67606,0,0,0.36377,324,4,12,0.75,0,0.00,0,16,1,56.65,201.28,4742,0.00,0.00,0,0.00,0.00,0.00,0,10.00,219.50,1,5
2026-06-22,371,关键词推广,371,关键词推广,73197249641,异能者耳机1216,856692675694,商品,联想生态品牌异能者蓝牙耳机无线高清音质智能降噪适用苹果小米*,1349,132,145.42,0.09785,1.10,107.80,0.00,0,0.00,0,0.00,0,396.80,0.00,396.80,10,10,0,0.07576,2.73,2.73,14.54,17,11,6,0.12879,7,0,,24,6.06,24,6.06,7,20.77,0.05303,8.55,11,3289.00,3,4,1,0,0.00,10,432,111,78,0.7027,0,0,0.32024,290,4,7,0.7,2,119.70,3,10,1,39.68,124.85,2832,0.00,0.00,0,0.00,0.00,0.00,0,9.00,199.50,1,5
2026-06-22,371,关键词推广,371,关键词推广,73174574244,IP_XS510固态U盘智能最大化,843912713918,商品,联想小新XS510固态U盘大容量双接口固态高速手机电脑两用U盘正品,3209,163,500.00,0.05079,3.07,155.81,0.00,0,0.00,0,0.00,0,2886.42,1337.90,4224.32,11,8,3,0.06748,8.45,8.45,45.45,34,20,14,0.20859,2,1,500.00,37,13.51,36,13.89,3,250.00,0.01227,14.71,13,6947.00,0,2,3,0,0.00,10,502,144,81,0.5625,0.01227,2,0.15644,319,3,9,0.9,0,99.90,1,10,1,422.43,616.49,20432,1145.06,610.96,38,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,73117795854,异能者显示器1211,803550443253,商品,联想生态品牌异能者24英寸显示器家用办公高清防蓝光台式电竞新款,1111,57,35.21,0.05131,0.62,31.69,0.00,0,0.00,0,0.00,0,619.00,0.00,619.00,1,1,0,0.01754,17.58,17.58,35.21,3,2,1,0.05263,0,3,11.74,6,5.87,3,11.74,3,,0,11.74,1,1299.00,0,0,2,0,0.00,8,177,55,26,0.47273,0.01754,1,0.15932,118,3,0,0,0,619.00,1,1,1,619.00,60.28,778,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,73101490411,异能者w12,816328597052,商品,联想生态品牌异能者电脑音箱家用大音量音响多媒体桌面低音炮新款,2880,158,200.00,0.05486,1.27,69.44,0.00,0,0.00,0,0.00,0,1202.56,48.42,1250.98,21,20,1,0.13291,6.25,6.25,9.52,16,12,4,0.10127,0,0,,16,12.50,16,12.50,0,,0,12.50,22,3784.50,0,0,2,0,0.00,10,324,134,90,0.67164,0,0,0.1125,154,2,16,0.94118,2,262.62,6,17,1,73.59,254.58,4624,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,372,人群推广,372,精准人群推广,73091097760,选件_移动硬盘F508,831168562328,商品,【爆款】联想F508移动硬盘2t大容量高速1t USB3.2 外置电脑手机,3649,163,69.44,0.04467,0.43,19.03,0.00,0,0.00,0,0.00,0,1152.21,53.90,1206.11,3,2,1,0.0184,17.37,17.37,23.15,2,1,1,0.01227,0,0,,2,34.72,2,34.72,0,,0,34.72,3,1557.00,0,0,0,0,0.00,7,242,118,31,0.26271,0,0,0.06632,43,2,2,0.66667,0,0.00,0,3,1,402.04,128.37,1290,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,73058099576,异能者鼠标N306彩色_趋势鼠标_0409小麦,826766626180,商品,联想生态品牌异能者无线鼠标蓝牙无线充电笔记本电脑办公家用多彩,1156,60,100.00,0.0519,1.67,86.51,0.00,0,0.00,0,0.00,0,121.70,247.56,369.26,7,3,4,0.11667,3.69,3.69,14.29,14,8,6,0.23333,1,1,100.00,16,6.25,15,6.67,2,100.00,0.01667,7.14,7,926.60,1,0,1,0,0.00,3,134,55,33,0.6,0,0,0.11592,67,2,5,0.83333,0,72.90,1,6,1,61.54,63.63,1447,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,73044920382,平板_padpro卡位前三关键词计划,814178698074,商品,【李佳琦超级618】联想平板小新Pad Pro 12.7英寸平板 大屏学习娱乐平板电脑二代小新平板 国家补贴15%,1147,323,498.00,0.2816,1.54,434.18,0.00,0,0.00,0,0.00,0,12587.23,1947.94,14535.17,11,7,4,0.03406,29.19,29.19,45.27,36,23,13,0.11146,5,1,498.00,42,11.86,41,12.15,6,99.60,0.01548,13.83,15,23365.00,5,0,5,0,0.00,19,792,263,157,0.59696,0.00619,2,0.6905,453,3,7,1,1,6576.21,4,7,2,2076.45,1035.93,11838,371.79,371.79,26,0.00,0.00,0.00,0,45.00,1799.00,1,1
2026-06-22,371,关键词推广,371,关键词推广,73002295257,IP_拯救者冰刃支架相似品跟投,984209855861,商品,联想小新5ZXE散热支架 笔记本电脑支架无级悬停增高联想小新铝合金办公折叠可升降支架360度可旋转电脑支架,62,3,8.68,0.04839,2.89,140.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,0,21,3,2,0.66667,0,0,0.33871,18,7,0,,0,0.00,0,0,,,0.56,4,0.00,0.00,1,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,73002295257,IP_拯救者冰刃支架相似品跟投,858334352705,商品,【360°旋转】联想拯救者雪刃旋转支架Z7斗战士笔记本电脑游戏办公升降调节可旋转站桌面铝合金悬空散热底座,350,46,10.72,0.13143,0.23,30.63,0.00,0,0.00,0,0.00,0,383.22,0.00,383.22,2,2,0,0.04348,35.75,35.75,5.36,0,0,0,0,0,1,10.72,1,10.72,0,,1,,0,,2,478.00,0,0,2,0,0.00,2,125,37,6,0.16216,0,0,0.35714,74,3,1,1,0,383.22,2,1,2,383.22,66.39,163,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,73002295257,IP_拯救者冰刃支架相似品跟投,708164339844,商品,联想拯救者冰刃支架笔记本电脑支架散热支架旋转支架 铝合金电脑增高架散热器 散热支架桌面支撑架增高支架,191,26,30.60,0.13613,1.18,160.21,0.00,0,0.00,0,0.00,0,294.22,35.90,330.12,4,3,1,0.15385,10.79,10.79,7.65,4,3,1,0.15385,0,1,30.60,5,6.12,4,7.65,1,,0,7.65,4,496.90,0,0,1,0,0.00,1,63,20,4,0.2,0.03846,1,0.32984,37,3,3,1,0,195.22,2,3,1,110.04,18.87,422,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,72957978385,异能者支架补充01,693238751766,商品,联想生态品牌异能者笔记本电脑支架增高架桌面双层无级悬停联想小新拯救者电脑升降式散热金属托架,1333,80,180.00,0.06002,2.25,135.03,0.00,0,0.00,0,0.00,0,473.50,74.80,548.30,9,7,2,0.1125,3.05,3.05,20.00,25,19,6,0.3125,0,0,,25,7.20,25,7.20,0,,0,7.20,10,1751.80,0,0,3,0,0.00,5,254,69,42,0.6087,0.025,2,0.19055,171,4,7,0.77778,0,224.80,3,9,1,60.92,106.94,852,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,72944504828,异能者支架补充02,693238751766,商品,联想生态品牌异能者笔记本电脑支架增高架桌面双层无级悬停联想小新拯救者电脑升降式散热金属托架,1232,83,180.00,0.06737,2.17,146.10,0.00,0,0.00,0,0.00,0,722.71,129.90,852.61,11,10,1,0.13253,4.74,4.74,16.36,27,23,4,0.3253,3,1,180.00,31,5.81,30,6.00,4,60.00,0.03614,6.67,12,2308.00,2,1,1,0,0.00,2,309,70,39,0.55714,0,0,0.25081,218,4,10,1,0,276.80,3,10,1,85.26,140.83,1324,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,72846278736,异能者U盘2款_计划3,695555881491,商品,联想生态品牌异能者金属U盘高速优盘32/64g车载闪存盘USB3.2,318,23,20.17,0.07233,0.88,63.43,0.00,0,0.00,0,0.00,0,77.90,0.00,77.90,1,1,0,0.04348,3.86,3.86,20.17,3,3,0,0.13043,0,0,,3,6.72,3,6.72,0,,0,6.72,1,269.90,0,0,1,0,0.00,1,76,23,9,0.3913,0.04348,1,0.23899,53,3,1,1,0,77.90,1,1,1,77.90,4.93,336,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,72846278736,异能者U盘2款_计划3,692969470625,商品,联想异能者usb3.0高速U盘32/64/128G办公闪存盘车载优盘迷你便携,420,36,58.65,0.08571,1.63,139.64,0.00,0,0.00,0,0.00,0,175.80,0.00,175.80,2,2,0,0.05556,3.00,3.00,29.33,6,5,1,0.16667,1,0,,7,8.38,7,8.38,1,58.65,0.02778,9.78,2,398.00,1,0,2,0,0.00,2,79,32,21,0.65625,0.02778,1,0.1881,38,2,1,0.5,0,175.80,2,2,1,87.90,16.90,608,0.00,0.00,0,0.00,0.00,0.00,0,4.00,87.90,1,1
2026-06-22,371,关键词推广,371,关键词推广,72821298261,异能者鼠标N300低价_计划2_0409小麦,719198655848,商品,联想生态品牌异能者无线鼠标笔记本电脑台式办公家用男女多彩轻音,1129,69,100.00,0.06112,1.45,88.57,0.00,0,0.00,0,0.00,0,259.10,310.88,569.98,16,8,8,0.23188,5.70,5.70,6.25,11,5,6,0.15942,0,0,,11,9.09,11,9.09,0,,0,9.09,19,2900.00,0,0,4,0,0.00,10,169,62,40,0.64516,0.05797,4,0.14969,95,3,12,0.85714,0,145.50,5,14,1,40.71,73.88,2234,0.00,0.00,0,0.00,0.00,0.00,0,4.00,74.70,1,2
2026-06-22,436,货品全站推广,436,货品全站推广,72758067358,服务内胆包1118,626257245820,商品,【新品】联想简约手提内胆包B11笔记本电脑包适用14 15 16英寸轻薄本电脑手提包,8383,375,307.49,0.04473,0.82,36.68,0.00,0,0.00,0,0.00,0,671.00,46.24,717.24,12,11,1,0.032,2.33,2.33,25.62,18,13,5,0.048,2,2,153.75,22,13.98,20,15.37,4,153.75,0.00533,17.08,13,1217.00,1,1,15,0,0.00,20,891,329,74,0.22492,0.008,3,0.10629,485,3,5,0.45455,1,464.00,8,11,1,65.20,363.03,4279,0.00,0.00,0,0.00,0.00,0.00,0,32.00,313.00,1,5
2026-06-22,371,关键词推广,371,关键词推广,72652437627,异能者耳机L7,693133855377,商品,联想生态品牌异能者头戴式蓝牙耳机无线音乐电脑电竞游戏适用小米,1831,90,139.70,0.04915,1.55,76.30,0.00,0,0.00,0,0.00,0,444.60,373.89,818.49,8,4,4,0.08889,5.86,5.86,17.46,9,5,4,0.1,2,1,139.70,12,11.64,11,12.70,3,69.85,0.02222,15.52,10,2090.00,2,0,7,0,0.00,8,298,92,41,0.44565,0.01111,1,0.16275,193,3,5,0.71429,1,369.70,4,7,1,116.93,174.43,3504,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,72585910367,异能者头戴L7,693133855377,商品,联想生态品牌异能者头戴式蓝牙耳机无线音乐电脑电竞游戏适用小米,2148,71,180.00,0.03305,2.54,83.80,0.00,0,0.00,0,0.00,0,350.60,38.90,389.50,4,3,1,0.05634,2.16,2.16,45.00,7,4,3,0.09859,0,1,180.00,8,22.50,7,25.71,1,,0,25.71,4,696.00,0,0,0,0,0.00,5,270,63,26,0.4127,0,0,0.1257,202,4,4,1,0,0.00,0,4,1,97.38,90.33,1815,0.00,0.00,0,0.00,0.00,0.00,0,17.00,256.60,1,2
2026-06-22,371,关键词推广,371,关键词推广,72396541806,异能者耳机5,856692675694,商品,联想生态品牌异能者蓝牙耳机无线高清音质智能降噪适用苹果小米*,1101,141,130.00,0.12807,0.92,118.07,0.00,0,0.00,0,0.00,0,653.50,125.70,779.20,18,15,3,0.12766,5.99,5.99,7.22,13,8,5,0.0922,7,1,130.00,21,6.19,20,6.50,8,18.57,0.04965,10.00,18,5002.00,7,0,3,0,0.00,10,452,120,83,0.69167,0,0,0.41054,307,4,16,0.94118,1,79.80,2,17,1,45.84,146.08,3913,0.00,0.00,0,0.00,0.00,0.00,0,17.00,334.30,1,7
2026-06-22,371,关键词推广,371,关键词推广,72396393955,异能者XT68,856692675694,商品,联想生态品牌异能者蓝牙耳机无线高清音质智能降噪适用苹果小米*,3162,264,213.82,0.08349,0.81,67.62,0.00,0,0.00,0,0.00,0,848.00,59.90,907.90,21,20,1,0.07955,4.25,4.25,10.18,21,18,3,0.07955,9,0,,30,7.13,30,7.13,9,23.76,0.03409,10.18,22,6478.00,9,0,0,0,0.00,13,659,222,157,0.70721,0,0,0.20841,380,3,18,0.85714,1,85.80,2,21,1,43.23,195.08,5100,0.00,0.00,0,0.00,0.00,0.00,0,17.00,425.00,1,10
2026-06-22,371,关键词推广,371,关键词推广,72361867298,异能者头戴L7副链接,717800845848,商品,异能者无线蓝牙耳机头戴式音乐耳机家用办公手机电脑通用,741,32,100.65,0.04318,3.15,135.83,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,5,3,2,0.15625,0,0,,5,20.13,5,20.13,0,,0,20.13,0,0.00,0,0,1,0,0.00,2,125,30,19,0.63333,0.03125,1,0.16869,92,4,0,,0,0.00,0,0,,,8.23,236,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,72342611366,IP_关键词搜索卡位小新鼠标,635069905186,商品,联想小新蓝牙无线静音轻音充电双模鼠标 办公学习笔记本电脑鼠标,721,105,78.27,0.14563,0.75,108.56,0.00,0,0.00,0,0.00,0,475.56,208.72,684.28,14,9,5,0.13333,8.74,8.74,5.59,11,6,5,0.10476,3,0,,14,5.59,14,5.59,3,26.09,0.02857,7.12,16,1226.18,3,0,6,0,0.00,10,338,88,57,0.64773,0.02857,3,0.46879,225,4,11,0.84615,3,364.08,8,13,1,52.64,71.05,1537,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,72288030627,异能者XT66Pro推广6,865445252413,商品,联想生态品牌异能者无线蓝牙耳机挂耳式AI翻译耳夹运动佩戴不掉,1445,142,179.90,0.09827,1.27,124.50,0.00,0,0.00,0,0.00,0,546.19,98.01,644.20,8,7,1,0.05634,3.58,3.58,22.49,21,15,6,0.14789,1,0,,22,8.18,22,8.18,1,179.90,0.00704,8.57,8,2222.00,0,1,5,0,0.00,13,436,116,74,0.63793,0.02817,4,0.30173,291,4,7,0.875,0,240.72,3,8,1,80.53,165.03,3069,0.00,0.00,0,0.00,0.00,0.00,0,5.00,70.52,1,1
2026-06-22,371,关键词推广,371,关键词推广,72286021562,异能者XT66Pro_XT68_三款推广5,865445252413,商品,联想生态品牌异能者无线蓝牙耳机挂耳式AI翻译耳夹运动佩戴不掉,493,34,54.02,0.06897,1.59,109.57,0.00,0,0.00,0,0.00,0,0.00,59.90,59.90,1,0,1,0.02941,1.11,1.11,54.02,5,3,2,0.14706,2,0,,7,7.72,7,7.72,2,27.01,0.05882,10.80,2,598.00,2,0,0,0,0.00,3,94,30,17,0.56667,0,0,0.19067,60,3,1,1,1,59.90,1,1,1,59.90,40.50,252,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,72286021562,异能者XT66Pro_XT68_三款推广5,856692675694,商品,联想生态品牌异能者蓝牙耳机无线高清音质智能降噪适用苹果小米*,1358,106,132.34,0.07806,1.25,97.45,0.00,0,0.00,0,0.00,0,351.20,123.80,475.00,10,8,2,0.09434,3.59,3.59,13.23,12,11,1,0.11321,1,0,,13,10.18,13,10.18,1,132.34,0.00943,11.03,11,3089.00,1,0,1,0,0.00,7,317,88,63,0.71591,0.00943,1,0.23343,203,4,9,0.9,0,77.90,1,10,1,47.50,112.55,2219,0.00,0.00,0,0.00,0.00,0.00,0,10.00,211.50,1,5
2026-06-22,371,关键词推广,371,关键词推广,72286021562,异能者XT66Pro_XT68_三款推广5,848590236284,商品,联想生态品牌异能者挂耳式耳机蓝牙无线长续航高清立体音效不入耳,487,23,63.64,0.04723,2.77,130.68,0.00,0,0.00,0,0.00,0,0.00,125.58,125.58,2,0,2,0.08696,1.97,1.97,31.82,3,1,2,0.13043,0,0,,3,21.21,3,21.21,0,,0,21.21,2,498.00,0,0,0,0,0.00,1,111,21,13,0.61905,0,0,0.22793,88,5,2,1,0,0.00,0,2,1,62.79,20.04,812,0.00,0.00,0,0.00,0.00,0.00,0,5.00,65.68,1,1
2026-06-22,371,关键词推广,371,关键词推广,72260188363,异能者L7,693133855377,商品,联想生态品牌异能者头戴式蓝牙耳机无线音乐电脑电竞游戏适用小米,2223,92,147.13,0.04139,1.60,66.19,0.00,0,0.00,0,0.00,0,757.00,0.00,757.00,5,5,0,0.05435,5.15,5.15,29.43,12,11,1,0.13043,2,0,,14,10.51,14,10.51,2,73.57,0.02174,12.26,7,1990.00,1,1,0,0,0.00,4,297,87,48,0.55172,0,0,0.1336,201,3,3,0.75,0,0.00,0,4,1,189.25,179.39,3276,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,436,货品全站推广,436,货品全站推广,72218324133,nbYOGAAir1415AI元启国补,794852871547,商品,【国补叠加教育优惠】联想 YOGA Air 14 Aura 酷睿Ultra 7 355可选 14英寸轻薄本AIPC笔记本电脑 联想笔记本,5508,473,6.66,0.08588,0.01,1.21,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,6,3,3,0.01268,2,0,,8,0.83,8,0.83,2,3.33,0.00423,1.11,1,10399.00,1,1,0,0,0.00,2,350,56,27,0.48214,0,0,0.06354,274,6,0,,0,0.00,0,0,,,61.31,403,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,436,货品全站推广,436,货品全站推广,71853096693,显示器L系列,614646714172,商品,联想日用高刷显示器高清护眼IPS面板内置音响可选 家用办公显示器,23697,1425,407.37,0.06013,0.29,17.19,0.00,0,0.00,0,0.00,0,4425.04,976.82,5401.86,9,7,2,0.00632,13.26,13.26,45.26,99,56,43,0.06947,8,2,203.69,109,3.74,107,3.81,10,50.92,0.00561,4.11,15,16764.00,6,2,10,0,0.00,46,2809,1292,501,0.38777,0.0014,2,0.11854,1237,2,9,1,0,724.22,1,9,1,600.21,1261.85,13766,2459.90,1762.59,591,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-06-22,371,关键词推广,371,关键词推广,71838934582,选件_F508硬盘最大化,831168562328,商品,【爆款】联想F508移动硬盘2t大容量高速1t USB3.2 外置电脑手机,4090,288,400.00,0.07042,1.39,97.80,0.00,0,0.00,0,0.00,0,4695.57,3481.98,8177.55,11,7,4,0.03819,20.44,20.44,36.36,43,32,11,0.14931,4,1,400.00,48,8.33,47,8.51,5,100.00,0.01389,9.30,13,22129.00,4,0,3,0,0.00,13,747,259,160,0.61776,0.00347,1,0.18264,442,3,10,0.90909,0,567.42,1,11,1,743.41,1022.96,6926,1562.45,741.51,47,0.00,0.00,0.00,0,0.00,0.00,0,0
