日期,场景ID,场景名字,原二级场景ID,原二级场景名字,计划ID,计划名字,主体ID,主体类型,主体名称,展现量,点击量,花费,点击率,平均点击花费,千次展现花费,总预售成交金额,总预售成交笔数,直接预售成交金额,直接预售成交笔数,间接预售成交金额,间接预售成交笔数,直接成交金额,间接成交金额,总成交金额,总成交笔数,直接成交笔数,间接成交笔数,点击转化率,投入产出比,含预售投产比,总成交成本,总购物车数,直接购物车数,间接购物车数,加购率,收藏宝贝数,收藏店铺数,店铺收藏成本,总收藏加购数,总收藏加购成本,宝贝收藏加购数,宝贝收藏加购成本,总收藏数,宝贝收藏成本,宝贝收藏率,加购成本,拍下订单笔数,拍下订单金额,直接收藏宝贝数,间接收藏宝贝数,优惠券领取量,购物金充值笔数,购物金充值金额,旺旺咨询量,引导访问量,引导访问人数,引导访问潜客数,引导访问潜客占比,入会率,入会量,引导访问率,深度访问量,平均访问页面数,成交新客数,成交新客占比,会员首购人数,会员成交金额,会员成交笔数,成交人数,人均成交笔数,人均成交金额,自然流量转化金额,自然流量曝光量,平台助推总成交,平台助推直接成交,平台助推点击,宝贝优惠券抵扣金额,宝贝优惠券撬动总成交,宝贝优惠券撬动直接成交,宝贝优惠券撬动点击,平台补贴金额,补贴引导成交金额,发券补贴商品个数,补贴引导成交人数
2026-07-04,372,人群推广,372,精准人群推广,81470404895,DT_酷310自定义人群推广计划,984930785054,商品,【*爆款主机】Lecoo来酷台式机 酷310可选 家用办公台式机电脑主机 企业采购主机台式机台式电脑全套全新电脑,200,15,63.44,0.075,4.23,317.20,0.00,0,0.00,0,0.00,0,14796.00,0.00,14796.00,4,4,0,0.26667,233.23,233.23,15.86,2,2,0,0.13333,0,0,,2,31.72,2,31.72,0,,0,31.72,10,37990.00,0,0,0,0,0.00,1,63,13,0,0,0,0,0.315,48,5,2,1,1,11097.00,3,2,2,7398.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,372,人群推广,372,精准人群推广,81470404895,DT_酷310自定义人群推广计划,728642254927,商品,【*国家补贴15%】来酷Lecoo 酷310可选 家用办公台式机电脑主机企业采购主机家用办公电脑 台式电脑全新电脑,611,35,86.56,0.05728,2.47,141.67,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,1,1,0,0.02857,0,0,,1,86.56,1,86.56,0,,0,86.56,2,7598.00,0,0,0,0,0.00,0,104,33,9,0.27273,0,0,0.17021,65,3,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,371,关键词推广,371,关键词推广,81463825360,异能者F300主链接_AI点睛联想品牌方向_0617小麦,692382588930,商品,联想投资品牌异能者Typec双接口U盘usb高速32/64/128电脑手机优盘,423,37,100.00,0.08747,2.70,236.41,0.00,0,0.00,0,0.00,0,416.43,0.00,416.43,4,4,0,0.10811,4.16,4.16,25.00,6,4,2,0.16216,0,0,,6,16.67,6,16.67,0,,0,16.67,4,1156.00,0,0,1,0,0.00,1,100,33,15,0.45455,0,0,0.23641,61,3,1,0.33333,1,416.43,4,3,1,138.81,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,371,关键词推广,371,关键词推广,81458438711,选件相似品跟投_F508移动硬盘,831168562328,商品,【爆款】联想F508移动硬盘2t大容量高速1t USB3.2 外置电脑手机,509,42,70.00,0.08251,1.67,137.52,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,3,2,1,0.07143,0,0,,3,23.33,3,23.33,0,,0,23.33,0,0.00,0,0,0,0,0.00,1,86,39,20,0.51282,0,0,0.16896,36,2,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,371,关键词推广,371,关键词推广,81457584672,服务键盘k15,1057700677292,商品,联想一键服务有线键盘K15办公家用标准布局105键全尺寸轻音键盘,2776,166,109.18,0.0598,0.66,39.33,0.00,0,0.00,0,0.00,0,0.00,206.40,206.40,2,0,2,0.01205,1.89,1.89,54.59,10,6,4,0.06024,0,0,,10,10.92,10,10.92,0,,0,10.92,2,318.00,0,0,5,0,0.00,1,285,151,108,0.71523,0.00602,1,0.10267,113,2,1,1,0,206.40,2,1,2,206.40,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,372,人群推广,372,精准人群推广,81428653034,二合一140w充电宝_拉新计划,1057397966015,商品,【重磅新品】联想锋行者140W二合一充电宝器3C认证可上飞机2026新款快充移动电源适用笔记本小新拯救者y7000p,18315,449,286.23,0.02452,0.64,15.63,0.00,0,0.00,0,0.00,0,0.00,2538.00,2538.00,2,0,2,0.00445,8.87,8.87,143.12,15,9,6,0.03341,7,0,,22,13.01,22,13.01,7,40.89,0.01559,19.08,4,19356.00,6,1,8,0,0.00,4,753,431,83,0.19258,0.00445,2,0.04111,240,2,2,1,0,2289.00,1,2,1,1269.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,371,关键词推广,371,关键词推广,81427421099,150w多口氮化镓_品类词计划品类词计划品类词计划_IP_丹萍,1059340948168,商品,联想150W充电器头氮化镓PD快充140W适配器typec适用ThinkPad笔记本thinkbook电脑多口电源新款小新拯救者原装,1407,55,200.00,0.03909,3.64,142.15,0.00,0,0.00,0,0.00,0,330.65,0.00,330.65,1,1,0,0.01818,1.65,1.65,200.00,1,1,0,0.01818,1,0,,2,100.00,2,100.00,1,200.00,0.01818,200.00,1,399.00,1,0,5,0,0.00,1,117,47,29,0.61702,0.01818,1,0.08316,60,2,1,1,0,330.65,1,1,1,330.65,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,16.00,330.65,1,1
2026-07-04,371,关键词推广,371,关键词推广,81427213010,150w多口氮化镓_品牌词计划_IP_丹萍,1059340948168,商品,联想150W充电器头氮化镓PD快充140W适配器typec适用ThinkPad笔记本thinkbook电脑多口电源新款小新拯救者原装,4017,209,299.79,0.05203,1.43,74.63,0.00,0,0.00,0,0.00,0,652.04,305.01,957.05,4,2,2,0.01914,3.19,3.19,74.95,14,9,5,0.06699,1,1,299.79,16,18.74,15,19.99,2,299.79,0.00478,21.41,4,1176.00,1,0,12,0,0.00,8,835,184,95,0.5163,0.00957,2,0.20787,620,5,4,1,0,652.04,2,4,1,239.26,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,32.00,652.04,1,2
2026-07-04,372,人群推广,372,精准人群推广,81427133448,平板_小新padpro竞争航线人群推广计划,814178698074,商品,【李佳琦超级618】联想平板小新Pad Pro 12.7英寸平板 大屏学习娱乐平板电脑二代小新平板 国家补贴15%,11536,301,166.60,0.02609,0.55,14.44,0.00,0,0.00,0,0.00,0,3507.65,0.00,3507.65,2,2,0,0.00664,21.05,21.05,83.30,20,12,8,0.06645,5,0,,25,6.66,25,6.66,5,33.32,0.01661,8.33,4,7246.00,5,0,11,0,0.00,2,736,346,136,0.39306,0.00997,3,0.0638,296,2,2,1,0,3507.65,2,2,1,1753.83,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,371,关键词推广,371,关键词推广,81427045169,150w多口氮化镓_智能计划_IP_丹萍,1059340948168,商品,联想150W充电器头氮化镓PD快充140W适配器typec适用ThinkPad笔记本thinkbook电脑多口电源新款小新拯救者原装,1895,128,497.19,0.06755,3.88,262.37,0.00,0,0.00,0,0.00,0,1333.02,348.00,1681.02,6,4,2,0.04688,3.38,3.38,82.87,13,10,3,0.10156,1,0,,14,35.51,14,35.51,1,497.19,0.00781,38.25,7,2433.00,1,0,9,0,0.00,5,325,102,54,0.52941,0.01563,2,0.1715,194,3,4,0.8,0,994.02,3,5,1,336.20,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,34.00,1003.01,1,3
2026-07-04,436,货品全站推广,436,货品全站推广,81398470206,nb小新air13新品7001,1045221467001,商品,【国补至高15%】联想小新 air13 13.3英寸2026新款酷睿轻薄本笔记本电脑大学生AIPC笔记本电脑 学生电脑官方,27322,2028,1469.96,0.07423,0.72,53.80,0.00,0,0.00,0,0.00,0,54390.00,3745.94,58135.94,12,10,2,0.00592,39.55,39.55,122.50,118,55,63,0.05819,21,5,293.99,144,10.21,139,10.58,26,70.00,0.01036,12.46,38,196752.00,11,10,42,0,0.00,48,6961,1726,919,0.53244,0.00592,12,0.25478,4722,4,11,0.91667,1,21772.94,5,12,1,4844.66,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,350.00,27210.00,1,5
2026-07-04,371,关键词推广,371,关键词推广,81389446706,IP_XS510卡位,843912713918,商品,联想小新XS510固态U盘大容量双接口固态高速手机电脑两用车载U盘,303,34,189.73,0.11221,5.58,626.17,0.00,0,0.00,0,0.00,0,1190.42,169.00,1359.42,4,3,1,0.11765,7.17,7.17,47.43,9,5,4,0.26471,1,1,189.73,11,17.25,10,18.97,2,189.73,0.02941,21.08,4,2086.00,0,1,0,0,0.00,1,155,30,7,0.23333,0,0,0.51155,119,5,4,1,0,0.00,0,4,1,339.86,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,372,人群推广,372,精准人群推广,81387770202,nb小新air14兴趣拉新,1045221343950,商品,【国补至高15%】联想小新air14 2026酷睿Ultra5 14英寸轻薄本笔记本电脑 联想AIPC笔记本电脑 学生电脑便携,4314,252,100.00,0.05841,0.40,23.18,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,12,9,3,0.04762,8,0,,20,5.00,20,5.00,8,12.50,0.03175,8.33,0,0.00,8,0,0,0,0.00,0,568,280,181,0.64643,0,0,0.13166,238,2,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,371,关键词推广,371,关键词推广,81385041562,二合一140w充电宝_IP_丹萍,1057397966015,商品,【重磅新品】联想锋行者140W二合一充电宝器3C认证可上飞机2026新款快充移动电源适用笔记本小新拯救者y7000p,1299,85,196.60,0.06543,2.31,151.35,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,3,3,0,0.03529,1,0,,4,49.15,4,49.15,1,196.60,0.01176,65.53,0,0.00,1,0,0,0,0.00,2,111,69,47,0.68116,0,0,0.08545,33,2,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,436,货品全站推广,436,货品全站推广,81374505641,异能者X1S主链接全站6_15,1049703411742,商品,联想投资品牌异能者支架笔记本折叠便携托架高颜值多巴胺配色七档升降桌面增高小新笔记本散热架,1019,80,48.10,0.07851,0.60,47.20,0.00,0,0.00,0,0.00,0,89.20,100.21,189.41,6,3,3,0.075,3.94,3.94,8.02,9,5,4,0.1125,0,1,48.10,10,4.81,9,5.34,1,,0,5.34,6,506.70,0,0,1,0,0.00,0,183,63,38,0.60317,0.0125,1,0.17959,98,3,4,0.66667,0,36.41,1,6,1,31.57,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,2.00,29.40,1,1
2026-07-04,371,关键词推广,371,关键词推广,81373449877,服务鼠标m25,1058674337732,商品,【新品】联想M25无线蓝牙鼠标4800DPI静音按键双模充电办公鼠标,6016,392,328.96,0.06516,0.84,54.68,0.00,0,0.00,0,0.00,0,344.00,340.89,684.89,14,8,6,0.03571,2.08,2.08,23.50,46,28,18,0.11735,6,2,164.48,54,6.09,52,6.33,8,54.83,0.01531,7.15,14,1398.70,4,2,17,0,0.00,11,1337,309,159,0.51456,0.01531,6,0.22224,900,4,10,0.76923,1,434.05,9,13,1,52.68,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,372,人群推广,372,精准人群推广,81321075506,平板_Y90013_自定义竞争宝贝人群推广计划,1047659420020,商品,【政府补贴15%】联想AI平板拯救者Y900 13 英寸平板电脑 联想拯救者y900平板AI平板学习游戏娱乐平板政府补贴,8964,311,150.00,0.03469,0.48,16.73,0.00,0,0.00,0,0.00,0,7502.02,0.00,7502.02,2,2,0,0.00643,50.01,50.01,75.00,19,14,5,0.06109,7,1,150.00,27,5.56,26,5.77,8,21.43,0.02251,7.89,3,11897.00,3,4,4,0,0.00,3,710,301,79,0.26246,0.00322,1,0.07921,376,2,1,1,1,7502.02,2,1,2,7502.02,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,372,人群推广,372,精准人群推广,81311769172,平板_Y90011竞争航线包含proGT人群推广计划,1046778033099,商品,【政府补贴15%】联想AI平板 拯救者Y900 11英寸平板电脑 联想拯救者y900平板电脑AI学习游戏平板政府补贴平板,6533,253,126.92,0.03873,0.50,19.43,0.00,0,0.00,0,0.00,0,13716.03,0.00,13716.03,4,4,0,0.01581,108.07,108.07,31.73,13,8,5,0.05138,9,0,,22,5.77,22,5.77,9,14.10,0.03557,9.76,7,23993.00,8,1,4,0,0.00,6,590,237,78,0.32911,0,0,0.09031,319,2,4,1,2,9517.03,3,4,1,3429.01,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,436,货品全站推广,436,货品全站推广,81303569922,DT_MINI全站推广计划0828,1046945280828,商品,【*国家补贴15%】来酷Mini Pro台式电脑主机迷你小机箱迷你台式机mini电脑主机家用办公台式机 小台式主机,5992,361,105.50,0.06025,0.29,17.61,0.00,0,0.00,0,0.00,0,4948.60,0.00,4948.60,1,1,0,0.00277,46.91,46.91,105.50,32,27,5,0.08864,5,0,,37,2.85,37,2.85,5,21.10,0.01385,3.30,2,10598.00,4,1,10,0,0.00,3,787,293,143,0.48805,0.00554,2,0.13134,431,3,1,1,0,4948.60,1,1,1,4948.60,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,372,人群推广,372,精准人群推广,81302251972,DT_MIN机AI趋势人群测试,1046945280828,商品,【*国家补贴15%】来酷Mini Pro台式电脑主机迷你小机箱迷你台式机mini电脑主机家用办公台式机 小台式主机,2852,67,89.31,0.02349,1.33,31.31,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,1,1,0,0.01493,0,0,,1,89.31,1,89.31,0,,0,89.31,0,0.00,0,0,0,0,0.00,0,115,70,11,0.15714,0,0,0.04032,30,2,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,436,货品全站推广,436,货品全站推广,81302127371,nb小新air14新品3950,1045221343950,商品,【国补至高15%】联想小新air14 2026酷睿Ultra5 14英寸轻薄本笔记本电脑 联想AIPC笔记本电脑 学生电脑便携,51954,3565,1952.67,0.06862,0.55,37.58,0.00,0,0.00,0,0.00,0,87317.00,13780.34,101097.34,19,13,6,0.00533,51.77,51.77,102.77,237,152,85,0.06648,37,7,278.95,281,6.95,274,7.13,44,52.77,0.01038,8.24,41,256449.90,24,13,68,0,0.00,81,11076,3073,1692,0.5506,0.00365,13,0.21319,7181,4,12,0.8,1,75002.44,13,15,1,6739.82,0.00,0,15034.40,12985.10,530,0.00,0.00,0.00,0,70.00,6479.00,1,1
2026-07-04,436,货品全站推广,436,货品全站推广,81288103788,nbyogaair14新品7423,1046956257423,商品,【新品首发】联想YOGA Air14 Ultra Aura 英特尔酷睿3代Ultra X7/325 可选YOGA 360 14轻薄本笔记本电脑联想,38887,2055,1577.19,0.05285,0.77,40.56,0.00,0,0.00,0,0.00,0,0.00,12999.00,12999.00,1,0,1,0.00049,8.24,8.24,1577.19,100,67,33,0.04866,12,2,788.60,114,13.84,112,14.08,14,131.43,0.00584,15.77,18,208481.00,8,4,42,0,0.00,37,6381,1778,1037,0.58324,0.00438,9,0.16409,4092,4,1,1,0,0.00,0,1,1,12999.00,0.00,0,1602.41,0.00,253,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,371,关键词推广,371,关键词推广,81273139336,DT_MINIpro国补自定义关键词计划,1046945280828,商品,【*国家补贴15%】来酷Mini Pro台式电脑主机迷你小机箱迷你台式机mini电脑主机家用办公台式机 小台式主机,361,52,179.94,0.14404,3.46,498.45,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,5,4,1,0.09615,1,0,,6,29.99,6,29.99,1,179.94,0.01923,35.99,0,0.00,1,0,5,0,0.00,1,158,45,30,0.66667,0.03846,2,0.43767,105,4,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,372,人群推广,372,精准人群推广,81268156393,nb小新air13兴趣拉新7001,1045221467001,商品,【国补至高15%】联想小新 air13 13.3英寸2026新款酷睿轻薄本笔记本电脑大学生AIPC笔记本电脑 学生电脑官方,6476,575,99.80,0.08879,0.17,15.41,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,8,7,1,0.01391,11,0,,19,5.25,19,5.25,11,9.07,0.01913,12.48,0,0.00,8,3,0,0,0.00,0,1038,547,254,0.46435,0,0,0.16028,419,2,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,371,关键词推广,371,关键词推广,81267850268,nb小新pro1416酷睿1635,698218631635,商品,【限时补贴+国补】联想小新Pro16 酷睿Ultra5标压处理器 16英寸高分高刷大屏商务办公大学生轻薄本笔记本,5274,829,984.01,0.15719,1.19,186.58,0.00,0,0.00,0,0.00,0,23937.00,23944.55,47881.55,7,3,4,0.00844,48.66,48.66,140.57,53,29,24,0.06393,5,5,196.80,63,15.62,58,16.97,10,196.80,0.00603,18.57,17,135593.00,1,4,23,0,0.00,26,2784,694,416,0.59942,0.00362,3,0.52787,1930,4,5,0.83333,0,12346.55,2,6,1,7980.26,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,371,关键词推广,371,关键词推广,81252274277,异能者R6_Pro散热支架4,1051963173037,商品,联想投资品牌异能者笔记本散热器支架折叠手机支架降温底座防尘风扇风冷小新拯救者游戏本散热托架,585,37,100.00,0.06325,2.70,170.94,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,2,0,2,0.05405,0,0,,2,50.00,2,50.00,0,,0,50.00,0,0.00,0,0,1,0,0.00,2,156,34,14,0.41176,0,0,0.26667,119,5,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,371,关键词推广,371,关键词推广,81246108266,DT_来酷310台式机通投关键词计划0950,1030279960950,商品,【*国家补贴15%】来酷 酷310可选 家用办公台式机电脑主机企业采购主机家用办公学习电脑 台式电脑全新电脑,599,45,59.10,0.07513,1.31,98.66,0.00,0,0.00,0,0.00,0,3699.00,0.00,3699.00,1,1,0,0.02222,62.59,62.59,59.10,3,1,2,0.06667,0,1,59.10,4,14.78,3,19.70,1,,0,19.70,1,3699.00,0,0,0,0,0.00,1,211,42,25,0.59524,0,0,0.35225,164,5,1,1,0,0.00,0,1,1,3699.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,371,关键词推广,371,关键词推广,81245710362,DT_斗战者锋7000自定义关键词计划AI,986650128018,商品,【*国家补贴15%】来酷斗战者锋7000 游戏台式 电竞台式机电脑主机 学习编程ps设计师台式机电脑 独显游戏主机,578,37,60.00,0.06401,1.62,103.81,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,0,0,0.00,1,144,35,17,0.48571,0,0,0.24913,106,4,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,372,人群推广,372,精准人群推广,81233392534,平板_Y700五代dnfC点竞品流出人群推广计划,1058563534166,商品,【学生认证立减200元】联想拯救者Y700 五代 DNF手游勇士版 第五代骁龙8至尊版 联想拯救者y700游戏平板电脑,2471,50,67.28,0.02023,1.35,27.23,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,0,0,,0,,0,,0,,0,,0,0.00,0,0,1,0,0.00,0,82,48,13,0.27083,0,0,0.03318,28,2,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,372,人群推广,372,精准人群推广,81233392534,平板_Y700五代dnfC点竞品流出人群推广计划,1050848096551,商品,【学生认证立减200元】联想拯救者Y700 五代 DNF手游勇士版 第五代骁龙8至尊版 联想拯救者y700游戏平板电脑,3575,103,67.17,0.02881,0.65,18.79,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,1,1,0,0.00971,1,0,,2,33.59,2,33.59,1,67.17,0.00971,67.17,0,0.00,1,0,0,0,0.00,0,196,101,24,0.23762,0,0,0.05483,61,2,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,436,货品全站推广,436,货品全站推广,81231824634,平板_Y700DNF版全站推计划,1050848096551,商品,【学生认证立减200元】联想拯救者Y700 五代 DNF手游勇士版 第五代骁龙8至尊版 联想拯救者y700游戏平板电脑,12248,623,498.30,0.05087,0.80,40.68,0.00,0,0.00,0,0.00,0,4623.92,169.00,4792.92,2,1,1,0.00321,9.62,9.62,249.15,26,13,13,0.04173,4,3,166.10,33,15.10,30,16.61,7,124.58,0.00642,19.17,3,8267.00,4,0,15,0,0.00,3,1336,557,309,0.55476,0.00482,3,0.10908,683,2,2,1,0,0.00,0,2,1,2396.46,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,436,货品全站推广,436,货品全站推广,81226709675,异能者扩展坞高级款_0608小麦,692298348817,商品,联想投资品牌异能者typec拓展坞HDMI4K扩展坞usb3.0多合一高速集分线器多接口多功能联想笔记本电脑扩展器,883,64,50.00,0.07248,0.78,56.63,0.00,0,0.00,0,0.00,0,249.80,67.90,317.70,4,2,2,0.0625,6.35,6.35,12.50,5,3,2,0.07813,0,0,,5,10.00,5,10.00,0,,0,10.00,5,835.90,0,0,2,0,0.00,1,151,54,20,0.37037,0.01563,1,0.17101,79,3,3,0.75,0,34.00,1,4,1,79.43,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,372,人群推广,372,精准人群推广,81226675604,平板_Y700五代dnf_竞争商品人群推广计划,1050848096551,商品,【学生认证立减200元】联想拯救者Y700 五代 DNF手游勇士版 第五代骁龙8至尊版 联想拯救者y700游戏平板电脑,15936,525,322.55,0.03294,0.61,20.24,0.00,0,0.00,0,0.00,0,0.00,2699.00,2699.00,1,0,1,0.0019,8.37,8.37,322.55,11,10,1,0.02095,4,0,,15,21.50,15,21.50,4,80.64,0.00762,29.32,1,3099.00,4,0,5,0,0.00,1,1010,503,138,0.27435,0,0,0.06338,372,2,1,1,0,0.00,0,1,1,2699.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,372,人群推广,372,精准人群推广,81224710594,nb小新pro1416酷睿1635,698218631635,商品,【限时补贴+国补】联想小新Pro16 酷睿Ultra5标压处理器 16英寸高分高刷大屏商务办公大学生轻薄本笔记本,618,43,100.00,0.06958,2.33,161.81,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0,0.00,0.00,,0,0,0,0,1,0,,1,100.00,1,100.00,1,100.00,0.02326,,0,0.00,0,1,0,0,0.00,0,85,28,16,0.57143,0,0,0.13754,48,3,0,,0,0.00,0,0,,,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,371,关键词推广,371,关键词推广,81196310175,异能者电脑包趋势明星,1049454789862,商品,新品异能者电脑包大容量防泼面料简约轻便通勤公文包笔记本手提包适用苹果macbook联想拯救者华为14寸16寸,1569,83,150.00,0.0529,1.81,95.60,0.00,0,0.00,0,0.00,0,174.45,160.52,334.97,5,3,2,0.06024,2.23,2.23,30.00,10,8,2,0.12048,0,0,,10,15.00,10,15.00,0,,0,15.00,5,545.00,0,0,1,0,0.00,1,190,73,36,0.49315,0,0,0.1211,104,3,5,1,1,82.91,1,5,1,66.99,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,3.00,57.87,1,1
2026-07-04,371,关键词推广,371,关键词推广,81183007716,DT_酷310国补15区域关键词计划4927,728642254927,商品,【*国家补贴15%】来酷Lecoo 酷310可选 家用办公台式机电脑主机企业采购主机家用办公电脑 台式电脑全新电脑,404,44,135.55,0.10891,3.08,335.52,0.00,0,0.00,0,0.00,0,2699.00,628.90,3327.90,3,1,2,0.06818,24.55,24.55,45.18,7,3,4,0.15909,1,0,,8,16.94,8,16.94,1,135.55,0.02273,19.36,3,3853.90,0,1,0,0,0.00,3,198,35,16,0.45714,0,0,0.4901,143,6,0,0,0,0.00,0,1,3,3327.90,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,371,关键词推广,371,关键词推广,81181008067,IP_小新鼠标测试,635069905186,商品,联想小新蓝牙无线静音轻音充电双模鼠标 办公学习笔记本电脑鼠标,149,35,70.00,0.2349,2.00,469.80,0.00,0,0.00,0,0.00,0,232.72,0.00,232.72,4,4,0,0.11429,3.32,3.32,17.50,5,5,0,0.14286,0,0,,5,14.00,5,14.00,0,,0,14.00,4,328.00,0,0,3,0,0.00,2,106,25,13,0.52,0.02857,1,0.71141,72,4,2,0.66667,0,59.00,1,3,1,77.57,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,371,关键词推广,371,关键词推广,81179766046,平板_Y700五代关键词品牌拯救者AI点睛,1027731755179,商品,【新品】联想AI平板 拯救者Y700 五代 AI元启版8.8英寸游戏电竞平板电脑y700 5代大学生平板电脑,2751,331,187.49,0.12032,0.57,68.15,0.00,0,0.00,0,0.00,0,0.00,148.00,148.00,2,0,2,0.00604,0.79,0.79,93.75,17,5,12,0.05136,4,0,,21,8.93,21,8.93,4,46.87,0.01208,11.03,4,9236.00,3,1,3,0,0.00,4,923,294,163,0.55442,0,0,0.33551,565,3,1,1,1,148.00,2,1,2,148.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0
2026-07-04,371,关键词推广,371,关键词推广,81179766046,平板_Y700五代关键词品牌拯救者AI点睛,1022989220404,商品,【新品】联想AI平板 拯救者Y700五代 8.8英寸游戏电竞y700 5代 大学生平板电脑,2926,379,609.44,0.12953,1.61,208.28,0.00,0,0.00,0,0.00,0,9345.01,68.90,9413.91,4,2,2,0.01055,15.45,15.45,152.36,22,14,8,0.05805,5,2,304.72,29,21.02,27,22.57,7,121.89,0.01319,27.70,6,19044.00,5,0,19,0,0.00,6,929,313,162,0.51757,0.00792,3,0.3175,534,3,3,1,0,9391.01,3,3,1,3137.97,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0,70.00,4246.01,1,1
